,Rank,Team,2022,Last 3,Last 1,Home,Away,2021,asof,week,url
12,13,Pittsburgh,2.2,2.7,2.0,2.7,1.7,2.2,2022-10-19,6,qb-sacked-per-game
13,14,Atlanta,2.3,2.7,2.0,1.0,3.7,2.4,2022-10-19,6,qb-sacked-per-game
14,14,NY Jets,2.3,1.7,2.0,3.0,1.7,3.1,2022-10-19,6,qb-sacked-per-game
15,14,Arizona,2.3,2.7,6.0,2.0,2.7,2.3,2022-10-19,6,qb-sacked-per-game
16,14,Seattle,2.3,2.7,5.0,3.0,1.7,2.7,2022-10-19,6,qb-sacked-per-game
17,18,Las Vegas,2.4,1.7,2.0,1.5,3.0,2.4,2022-10-19,6,qb-sacked-per-game
18,18,Tennessee,2.4,3.0,5.0,1.0,3.3,2.7,2022-10-19,6,qb-sacked-per-game
19,18,Houston,2.4,2.0,1.0,3.5,1.7,2.6,2022-10-19,6,qb-sacked-per-game
20,21,New Orleans,2.5,1.3,1.0,2.7,2.3,2.2,2022-10-19,6,qb-sacked-per-game
21,21,Miami,2.5,3.0,6.0,3.7,1.3,2.4,2022-10-19,6,qb-sacked-per-game
22,21,Green Bay,2.5,2.3,4.0,2.7,2.3,2.1,2022-10-19,6,qb-sacked-per-game
23,21,Philadelphia,2.5,2.7,4.0,3.0,2.0,1.8,2022-10-19,6,qb-sacked-per-game
24,25,Carolina,3.2,3.3,2.0,3.8,2.0,3.1,2022-10-19,6,qb-sacked-per-game
25,25,NY Giants,3.2,2.0,4.0,3.3,3.0,2.2,2022-10-19,6,qb-sacked-per-game
26,27,Denver,3.3,3.7,4.0,3.7,3.0,2.4,2022-10-19,6,qb-sacked-per-game
27,28,Indianapolis,3.5,3.0,0.0,2.7,4.3,1.9,2022-10-19,6,qb-sacked-per-game
28,29,LA Rams,3.7,4.3,1.0,3.5,4.0,1.8,2022-10-19,6,qb-sacked-per-game
29,29,Cincinnati,3.7,2.3,3.0,4.0,3.5,3.5,2022-10-19,6,qb-sacked-per-game
30,31,Washington,3.8,2.7,3.0,4.3,3.3,2.5,2022-10-19,6,qb-sacked-per-game
31,31,Chicago,3.8,4.3,5.0,4.0,3.7,3.4,2022-10-19,6,qb-sacked-per-game
0,1,Buffalo,323.0,317.0,318.0,372.5,298.3,258.2,2022-10-19,6,passing-yards-per-game
1,2,Miami,285.0,278.7,385.0,266.0,304.0,214.8,2022-10-19,6,passing-yards-per-game
2,3,LA Chargers,280.0,263.0,224.0,263.0,297.0,282.4,2022-10-19,6,passing-yards-per-game
3,4,Kansas City,275.8,270.7,319.0,270.0,281.7,288.5,2022-10-19,6,passing-yards-per-game
4,5,Indianapolis,266.2,305.3,389.0,297.7,234.7,197.7,2022-10-19,6,passing-yards-per-game
5,6,Tampa Bay,264.5,317.7,229.0,325.0,204.0,304.2,2022-10-19,6,passing-yards-per-game
6,7,Detroit,260.4,287.7,211.0,271.3,244.0,211.6,2022-10-19,6,passing-yards-per-game
7,8,Cincinnati,248.7,255.7,273.0,301.5,222.3,256.0,2022-10-19,6,passing-yards-per-game
8,9,Minnesota,242.0,243.7,156.0,277.0,207.0,249.3,2022-10-19,6,passing-yards-per-game
9,10,LA Rams,239.3,244.7,249.0,249.3,219.5,277.5,2022-10-19,6,passing-yards-per-game
10,11,Las Vegas,239.2,232.0,223.0,208.5,259.7,269.4,2022-10-19,6,passing-yards-per-game
11,12,Philadelphia,238.5,180.3,132.0,215.3,261.7,202.7,2022-10-19,6,passing-yards-per-game
12,13,NY Jets,232.3,178.7,99.0,245.3,219.3,208.3,2022-10-19,6,passing-yards-per-game
13,14,Seattle,231.7,241.7,160.0,215.0,248.3,201.9,2022-10-19,6,passing-yards-per-game
14,15,New Orleans,230.8,200.3,171.0,194.0,267.7,187.4,2022-10-19,6,passing-yards-per-game
15,16,Arizona,226.7,205.3,171.0,237.7,215.7,244.3,2022-10-19,6,passing-yards-per-game
16,17,Green Bay,225.8,223.0,218.0,224.3,227.3,250.6,2022-10-19,6,passing-yards-per-game
17,18,Washington,224.8,194.3,86.0,266.7,183.0,202.4,2022-10-19,6,passing-yards-per-game
18,19,New England,223.3,197.7,301.0,245.0,212.5,226.3,2022-10-19,6,passing-yards-per-game
19,20,Jacksonville,221.2,190.0,136.0,260.5,201.5,202.1,2022-10-19,6,passing-yards-per-game
20,21,Denver,219.2,208.0,160.0,203.7,234.7,211.4,2022-10-19,6,passing-yards-per-game
21,22,San Francisco,216.2,259.7,296.0,211.5,218.5,236.6,2022-10-19,6,passing-yards-per-game
22,23,Cleveland,213.0,238.0,258.0,228.5,182.0,195.3,2022-10-19,6,passing-yards-per-game
23,24,Baltimore,205.7,166.3,195.0,207.3,204.0,233.0,2022-10-19,6,passing-yards-per-game
24,25,Pittsburgh,204.8,227.0,193.0,174.3,235.3,221.1,2022-10-19,6,passing-yards-per-game
25,26,Houston,192.0,194.7,132.0,218.5,174.3,194.4,2022-10-19,6,passing-yards-per-game
26,27,Dallas,182.0,158.0,181.0,206.7,157.3,279.4,2022-10-19,6,passing-yards-per-game
27,28,Tennessee,175.4,168.0,136.0,259.0,119.7,201.7,2022-10-19,6,passing-yards-per-game
28,29,Carolina,169.7,178.0,110.0,194.8,119.5,190.5,2022-10-19,6,passing-yards-per-game
29,30,Atlanta,159.2,120.7,121.0,155.7,162.7,218.4,2022-10-19,6,passing-yards-per-game
30,31,NY Giants,154.3,146.3,155.0,139.3,184.5,188.0,2022-10-19,6,passing-yards-per-game
31,32,Chicago,122.8,167.3,154.0,113.7,132.0,188.6,2022-10-19,6,passing-yards-per-game
0,1,Cleveland,172.0,153.3,70.0,159.5,197.0,145.4,2022-10-19,6,rushing-yards-per-game
1,2,Chicago,170.8,155.0,238.0,206.0,135.7,118.7,2022-10-19,6,rushing-yards-per-game
2,3,Atlanta,165.2,173.7,168.0,190.3,140.0,85.4,2022-10-19,6,rushing-yards-per-game
3,4,NY Giants,163.0,156.7,83.0,153.8,181.5,99.3,2022-10-19,6,rushing-yards-per-game
4,5,Philadelphia,156.0,161.7,136.0,169.7,142.3,156.1,2022-10-19,6,rushing-yards-per-game
5,6,Baltimore,155.7,176.0,211.0,157.3,154.0,145.8,2022-10-19,6,rushing-yards-per-game
6,7,New Orleans,151.5,191.3,228.0,187.7,115.3,117.1,2022-10-19,6,rushing-yards-per-game
7,8,Detroit,151.4,128.3,101.0,172.3,120.0,110.9,2022-10-19,6,rushing-yards-per-game
8,9,Jacksonville,136.7,150.0,243.0,116.0,147.0,103.2,2022-10-19,6,rushing-yards-per-game
9,10,New England,131.3,147.0,98.0,160.5,116.8,124.4,2022-10-19,6,rushing-yards-per-game
10,11,Seattle,124.3,174.0,136.0,108.0,140.7,122.0,2022-10-19,6,rushing-yards-per-game
11,12,San Francisco,124.0,97.0,50.0,138.5,116.8,124.6,2022-10-19,6,rushing-yards-per-game
12,13,Green Bay,122.3,117.7,60.0,154.0,90.7,109.3,2022-10-19,6,rushing-yards-per-game
13,14,Las Vegas,121.4,154.3,155.0,146.0,105.0,95.6,2022-10-19,6,rushing-yards-per-game
14,15,Arizona,119.3,133.3,144.0,99.0,139.7,118.7,2022-10-19,6,rushing-yards-per-game
15,16,Dallas,118.8,119.7,134.0,80.0,157.7,122.0,2022-10-19,6,rushing-yards-per-game
16,17,Buffalo,117.8,123.3,125.0,110.5,121.5,131.2,2022-10-19,6,rushing-yards-per-game
17,18,NY Jets,110.7,137.3,179.0,98.0,123.3,98.1,2022-10-19,6,rushing-yards-per-game
18,19,Denver,110.2,102.7,98.0,125.0,95.3,119.1,2022-10-19,6,rushing-yards-per-game
19,20,Kansas City,106.5,120.0,68.0,88.0,125.0,119.1,2022-10-19,6,rushing-yards-per-game
20,21,Tennessee,102.8,113.7,105.0,101.0,104.0,141.3,2022-10-19,6,rushing-yards-per-game
21,22,Houston,99.2,113.0,116.0,104.0,96.0,83.6,2022-10-19,6,rushing-yards-per-game
22,23,Minnesota,97.8,92.0,78.0,122.0,73.7,113.5,2022-10-19,6,rushing-yards-per-game
23,24,Washington,95.5,104.3,128.0,71.7,119.3,121.2,2022-10-19,6,rushing-yards-per-game
24,25,LA Chargers,94.8,130.7,73.0,58.3,131.3,107.9,2022-10-19,6,rushing-yards-per-game
25,26,Carolina,90.3,65.7,93.0,75.8,119.5,108.4,2022-10-19,6,rushing-yards-per-game
26,27,Cincinnati,89.0,81.0,75.0,100.0,83.5,99.3,2022-10-19,6,rushing-yards-per-game
27,28,Pittsburgh,86.7,83.3,77.0,95.7,77.7,91.1,2022-10-19,6,rushing-yards-per-game
28,29,Indianapolis,83.7,63.0,45.0,55.0,112.3,149.4,2022-10-19,6,rushing-yards-per-game
29,30,Miami,81.2,98.3,73.0,59.7,102.7,92.2,2022-10-19,6,rushing-yards-per-game
30,31,LA Rams,70.5,68.7,111.0,66.5,78.5,95.7,2022-10-19,6,rushing-yards-per-game
31,32,Tampa Bay,67.5,49.0,75.0,35.3,99.7,96.3,2022-10-19,6,rushing-yards-per-game
0,1,Kansas City,31.8,29.3,30.0,28.5,34.0,29.4,2022-10-12,5,points-per-game
1,2,Buffalo,30.4,26.7,38.0,39.5,24.3,29.8,2022-10-12,5,points-per-game
2,3,Detroit,28.0,23.0,0.0,38.7,12.0,19.1,2022-10-12,5,points-per-game
3,4,Baltimore,27.6,25.3,19.0,25.7,30.5,22.8,2022-10-12,5,points-per-game
4,5,Philadelphia,27.0,24.3,20.0,26.5,27.3,25.5,2022-10-12,5,points-per-game
5,6,Cleveland,26.6,25.7,28.0,29.0,23.0,20.5,2022-10-12,5,points-per-game
6,7,Seattle,25.4,34.3,32.0,20.0,29.0,23.2,2022-10-12,5,points-per-game
7,8,Las Vegas,25.0,27.7,29.0,27.5,23.3,21.8,2022-10-12,5,points-per-game
8,9,LA Chargers,24.4,24.7,30.0,17.0,29.3,27.9,2022-10-12,5,points-per-game
9,10,Atlanta,23.6,21.7,15.0,24.5,23.0,18.4,2022-10-12,5,points-per-game
10,11,NY Jets,23.2,25.3,40.0,20.3,27.5,18.2,2022-10-12,5,points-per-game
11,12,New Orleans,23.0,26.0,39.0,24.5,22.0,21.4,2022-10-12,5,points-per-game
12,12,Miami,23.0,17.7,17.0,20.5,24.7,20.1,2022-10-12,5,points-per-game
13,12,Minnesota,23.0,28.3,29.0,26.7,17.5,25.0,2022-10-12,5,points-per-game
14,15,Jacksonville,22.2,21.7,6.0,15.0,27.0,14.9,2022-10-12,5,points-per-game
15,16,San Francisco,21.6,23.7,37.0,25.5,19.0,24.0,2022-10-12,5,points-per-game
16,16,Cincinnati,21.6,23.7,17.0,23.5,20.3,26.3,2022-10-12,5,points-per-game
17,18,Arizona,21.0,18.3,17.0,16.7,27.5,25.6,2022-10-12,5,points-per-game
18,19,Tampa Bay,20.6,21.3,21.0,21.3,19.5,29.9,2022-10-12,5,points-per-game
19,19,New England,20.6,26.3,29.0,27.5,16.0,26.6,2022-10-12,5,points-per-game
20,19,NY Giants,20.6,21.0,27.0,18.3,24.0,15.2,2022-10-12,5,points-per-game
21,22,Green Bay,19.4,21.0,22.0,27.0,14.3,25.6,2022-10-12,5,points-per-game
22,23,Tennessee,19.2,23.0,21.0,22.0,17.3,24.2,2022-10-12,5,points-per-game
23,24,Dallas,18.6,23.3,22.0,16.0,22.5,30.4,2022-10-12,5,points-per-game
24,24,Carolina,18.6,17.7,15.0,19.3,16.0,17.9,2022-10-12,5,points-per-game
25,26,Washington,18.0,11.7,17.0,17.7,18.5,19.7,2022-10-12,5,points-per-game
26,27,Chicago,17.2,19.0,22.0,21.0,14.7,18.3,2022-10-12,5,points-per-game
27,27,Houston,17.2,19.0,13.0,22.0,14.0,16.5,2022-10-12,5,points-per-game
28,29,LA Rams,16.0,13.0,10.0,17.0,14.5,27.0,2022-10-12,5,points-per-game
29,30,Pittsburgh,15.4,13.3,3.0,17.0,14.3,20.2,2022-10-12,5,points-per-game
30,31,Denver,15.0,14.3,9.0,12.0,19.5,19.7,2022-10-12,5,points-per-game
31,32,Indianapolis,13.8,16.3,12.0,18.5,10.7,26.5,2022-10-12,5,points-per-game
0,1,Dallas,0.4,0.0,0.0,0.7,0.0,1.2,2022-10-12,5,giveaways-per-game
1,1,Philadelphia,0.4,0.3,0.0,1.0,0.0,1.1,2022-10-12,5,giveaways-per-game
2,3,Arizona,0.6,0.7,1.0,0.3,1.0,0.9,2022-10-12,5,giveaways-per-game
3,4,Cleveland,0.8,1.0,1.0,0.7,1.0,1.3,2022-10-12,5,giveaways-per-game
4,4,Kansas City,0.8,1.0,0.0,0.0,1.3,1.5,2022-10-12,5,giveaways-per-game
5,4,LA Chargers,0.8,1.0,0.0,1.0,0.7,1.3,2022-10-12,5,giveaways-per-game
6,7,Las Vegas,1.0,0.3,0.0,0.5,1.3,1.4,2022-10-12,5,giveaways-per-game
7,7,Houston,1.0,1.3,0.0,1.5,0.7,1.3,2022-10-12,5,giveaways-per-game
8,7,NY Giants,1.0,1.0,0.0,1.0,1.0,1.8,2022-10-12,5,giveaways-per-game
9,10,Detroit,1.2,1.7,2.0,1.0,1.5,1.4,2022-10-12,5,giveaways-per-game
10,10,San Francisco,1.2,1.3,1.0,0.0,2.0,1.4,2022-10-12,5,giveaways-per-game
11,10,Miami,1.2,1.3,2.0,0.0,2.0,1.5,2022-10-12,5,giveaways-per-game
12,10,Tennessee,1.2,0.3,0.0,1.0,1.3,1.6,2022-10-12,5,giveaways-per-game
13,10,Tampa Bay,1.2,1.3,0.0,1.3,1.0,1.1,2022-10-12,5,giveaways-per-game
14,10,Denver,1.2,1.0,2.0,1.0,1.5,1.1,2022-10-12,5,giveaways-per-game
15,10,Baltimore,1.2,1.7,1.0,1.0,1.5,1.5,2022-10-12,5,giveaways-per-game
16,10,Minnesota,1.2,1.0,1.0,0.7,2.0,0.8,2022-10-12,5,giveaways-per-game
17,18,Carolina,1.4,1.3,1.0,1.3,2.0,1.7,2022-10-12,5,giveaways-per-game
18,18,Green Bay,1.4,1.3,0.0,1.5,1.3,0.8,2022-10-12,5,giveaways-per-game
19,18,Cincinnati,1.4,0.7,1.0,2.5,0.7,1.1,2022-10-12,5,giveaways-per-game
20,18,Seattle,1.4,1.0,1.0,1.0,1.7,0.8,2022-10-12,5,giveaways-per-game
21,22,Atlanta,1.6,1.0,0.0,1.5,1.7,1.5,2022-10-12,5,giveaways-per-game
22,22,Washington,1.6,1.3,1.0,1.7,1.5,1.4,2022-10-12,5,giveaways-per-game
23,22,Chicago,1.6,2.0,1.0,1.5,1.7,1.7,2022-10-12,5,giveaways-per-game
24,22,Jacksonville,1.6,2.3,2.0,1.0,2.0,1.7,2022-10-12,5,giveaways-per-game
25,26,Pittsburgh,1.8,2.3,2.0,3.0,1.0,1.2,2022-10-12,5,giveaways-per-game
26,26,NY Jets,1.8,2.0,0.0,2.0,1.5,1.6,2022-10-12,5,giveaways-per-game
27,26,Buffalo,1.8,1.7,2.0,1.0,2.3,1.2,2022-10-12,5,giveaways-per-game
28,29,New England,2.0,2.0,1.0,2.5,1.7,1.4,2022-10-12,5,giveaways-per-game
29,30,Indianapolis,2.2,2.0,2.0,2.0,2.3,1.1,2022-10-12,5,giveaways-per-game
30,31,LA Rams,2.4,2.0,3.0,3.0,1.5,1.4,2022-10-12,5,giveaways-per-game
31,32,New Orleans,2.6,2.3,2.0,3.5,2.0,1.1,2022-10-12,5,giveaways-per-game
0,1,Buffalo,2.2,1.3,2.0,3.0,1.7,1.7,2022-10-12,5,takeaways-per-game
1,1,Baltimore,2.2,2.3,1.0,1.7,3.0,0.9,2022-10-12,5,takeaways-per-game
2,1,Philadelphia,2.2,2.3,1.0,4.0,1.0,0.9,2022-10-12,5,takeaways-per-game
3,4,Pittsburgh,2.0,1.3,2.0,1.5,2.3,1.3,2022-10-12,5,takeaways-per-game
4,5,Jacksonville,1.8,1.0,0.0,1.5,2.0,0.5,2022-10-12,5,takeaways-per-game
5,5,NY Jets,1.8,2.3,2.0,1.3,2.5,0.8,2022-10-12,5,takeaways-per-game
6,5,Tampa Bay,1.8,1.0,0.0,1.0,3.0,1.9,2022-10-12,5,takeaways-per-game
7,8,Chicago,1.6,1.7,1.0,2.0,1.3,0.9,2022-10-12,5,takeaways-per-game
8,8,Houston,1.6,1.7,2.0,1.5,1.7,1.5,2022-10-12,5,takeaways-per-game
9,8,New England,1.6,2.0,2.0,2.0,1.3,1.7,2022-10-12,5,takeaways-per-game
10,8,Cincinnati,1.6,2.3,1.0,1.0,2.0,1.4,2022-10-12,5,takeaways-per-game
11,8,Seattle,1.6,2.0,2.0,2.0,1.3,1.1,2022-10-12,5,takeaways-per-game
12,13,Dallas,1.4,2.0,3.0,1.0,2.0,1.9,2022-10-12,5,takeaways-per-game
13,13,Atlanta,1.4,1.0,0.0,1.5,1.3,1.2,2022-10-12,5,takeaways-per-game
14,13,San Francisco,1.4,1.0,1.0,2.5,0.7,1.2,2022-10-12,5,takeaways-per-game
15,13,Tennessee,1.4,1.7,1.0,1.5,1.3,1.3,2022-10-12,5,takeaways-per-game
16,13,LA Rams,1.4,0.0,0.0,2.3,0.0,1.4,2022-10-12,5,takeaways-per-game
17,13,Minnesota,1.4,1.3,1.0,1.3,1.5,1.4,2022-10-12,5,takeaways-per-game
18,19,Arizona,1.2,1.3,0.0,0.7,2.0,1.5,2022-10-12,5,takeaways-per-game
19,19,Denver,1.2,1.7,2.0,1.7,0.5,1.1,2022-10-12,5,takeaways-per-game
20,19,LA Chargers,1.2,1.0,1.0,1.5,1.0,1.2,2022-10-12,5,takeaways-per-game
21,19,NY Giants,1.2,1.0,0.0,1.7,0.5,1.3,2022-10-12,5,takeaways-per-game
22,23,New Orleans,1.0,0.7,1.0,1.0,1.0,1.5,2022-10-12,5,takeaways-per-game
23,23,Carolina,1.0,1.7,1.0,1.3,0.0,0.9,2022-10-12,5,takeaways-per-game
24,23,Indianapolis,1.0,1.3,2.0,1.0,1.0,1.9,2022-10-12,5,takeaways-per-game
25,26,Detroit,0.8,1.0,1.0,0.7,1.0,1.1,2022-10-12,5,takeaways-per-game
26,26,Miami,0.8,0.3,0.0,2.0,0.0,1.5,2022-10-12,5,takeaways-per-game
27,26,Cleveland,0.8,0.7,0.0,0.7,1.0,1.1,2022-10-12,5,takeaways-per-game
28,26,Kansas City,0.8,1.0,0.0,0.5,1.0,1.6,2022-10-12,5,takeaways-per-game
29,26,Green Bay,0.8,1.0,0.0,1.0,0.7,1.5,2022-10-12,5,takeaways-per-game
30,31,Las Vegas,0.6,0.7,0.0,1.0,0.3,0.8,2022-10-12,5,takeaways-per-game
31,32,Washington,0.2,0.0,0.0,0.3,0.0,1.1,2022-10-12,5,takeaways-per-game
0,1,Cleveland,1.0,1.0,0.0,1.0,1.0,2.9,2022-10-12,5,qb-sacked-per-game
1,1,LA Chargers,1.0,1.0,1.0,0.5,1.3,1.8,2022-10-12,5,qb-sacked-per-game
2,3,Jacksonville,1.2,1.3,0.0,0.0,2.0,1.9,2022-10-12,5,qb-sacked-per-game
3,4,Detroit,1.4,1.0,2.0,1.7,1.0,2.1,2022-10-12,5,qb-sacked-per-game
4,4,Tampa Bay,1.4,1.3,0.0,1.3,1.5,1.6,2022-10-12,5,qb-sacked-per-game
5,6,Arizona,1.6,1.3,1.0,2.0,1.0,2.3,2022-10-12,5,qb-sacked-per-game
6,6,Kansas City,1.6,2.3,3.0,2.0,1.3,1.9,2022-10-12,5,qb-sacked-per-game
7,6,Buffalo,1.6,1.7,0.0,0.5,2.3,1.5,2022-10-12,5,qb-sacked-per-game
8,6,Minnesota,1.6,1.7,1.0,1.0,2.5,1.8,2022-10-12,5,qb-sacked-per-game
9,10,Dallas,1.8,1.3,3.0,2.0,1.5,2.1,2022-10-12,5,qb-sacked-per-game
10,10,San Francisco,1.8,2.0,2.0,0.5,2.7,1.9,2022-10-12,5,qb-sacked-per-game
11,10,Miami,1.8,1.7,2.0,2.5,1.3,2.4,2022-10-12,5,qb-sacked-per-game
12,10,New England,1.8,2.3,0.0,1.5,2.0,1.7,2022-10-12,5,qb-sacked-per-game
13,10,Baltimore,1.8,2.3,1.0,1.0,3.0,3.4,2022-10-12,5,qb-sacked-per-game
14,10,Seattle,1.8,1.7,3.0,2.0,1.7,2.7,2022-10-12,5,qb-sacked-per-game
15,16,Pittsburgh,2.2,2.3,3.0,3.0,1.7,2.2,2022-10-12,5,qb-sacked-per-game
16,16,Green Bay,2.2,1.3,2.0,2.0,2.3,2.1,2022-10-12,5,qb-sacked-per-game
17,16,Philadelphia,2.2,2.3,2.0,2.5,2.0,1.8,2022-10-12,5,qb-sacked-per-game
18,19,Atlanta,2.4,3.0,5.0,0.5,3.7,2.4,2022-10-12,5,qb-sacked-per-game
19,19,Las Vegas,2.4,1.7,2.0,1.5,3.0,2.4,2022-10-12,5,qb-sacked-per-game
20,19,NY Jets,2.4,2.3,2.0,3.0,1.5,3.1,2022-10-12,5,qb-sacked-per-game
21,19,Tennessee,2.4,3.0,5.0,1.0,3.3,2.7,2022-10-12,5,qb-sacked-per-game
22,19,Houston,2.4,2.0,1.0,3.5,1.7,2.6,2022-10-12,5,qb-sacked-per-game
23,24,New Orleans,2.8,1.3,1.0,3.5,2.3,2.2,2022-10-12,5,qb-sacked-per-game
24,25,NY Giants,3.0,2.3,1.0,3.0,3.0,2.2,2022-10-12,5,qb-sacked-per-game
25,26,Denver,3.2,3.7,4.0,3.7,2.5,2.4,2022-10-12,5,qb-sacked-per-game
26,27,Carolina,3.4,3.7,6.0,3.8,2.0,3.1,2022-10-12,5,qb-sacked-per-game
27,28,Chicago,3.6,4.3,2.0,3.5,3.7,3.4,2022-10-12,5,qb-sacked-per-game
28,29,Cincinnati,3.8,2.0,3.0,4.0,3.7,3.5,2022-10-12,5,qb-sacked-per-game
29,30,Washington,4.0,4.7,3.0,4.3,3.5,2.5,2022-10-12,5,qb-sacked-per-game
30,31,LA Rams,4.2,4.3,5.0,4.3,4.0,1.8,2022-10-12,5,qb-sacked-per-game
31,31,Indianapolis,4.2,4.7,6.0,4.0,4.3,1.9,2022-10-12,5,qb-sacked-per-game
0,1,Buffalo,324.0,338.3,432.0,372.5,291.7,258.2,2022-10-12,5,passing-yards-per-game
1,2,LA Chargers,291.2,283.7,227.0,282.5,297.0,282.4,2022-10-12,5,passing-yards-per-game
2,3,Tampa Bay,271.6,325.0,351.0,325.0,191.5,304.2,2022-10-12,5,passing-yards-per-game
3,4,Kansas City,267.2,250.0,265.0,245.5,281.7,288.5,2022-10-12,5,passing-yards-per-game
4,5,Miami,265.0,207.3,158.0,206.5,304.0,214.8,2022-10-12,5,passing-yards-per-game
5,6,Detroit,260.4,287.7,211.0,271.3,244.0,211.6,2022-10-12,5,passing-yards-per-game
6,7,Philadelphia,259.8,245.7,218.0,257.0,261.7,202.7,2022-10-12,5,passing-yards-per-game
7,8,Minnesota,259.2,275.0,312.0,277.0,232.5,249.3,2022-10-12,5,passing-yards-per-game
8,9,NY Jets,259.0,229.7,187.0,245.3,279.5,208.3,2022-10-12,5,passing-yards-per-game
9,10,Washington,252.6,216.7,342.0,266.7,231.5,202.4,2022-10-12,5,passing-yards-per-game
10,11,Seattle,246.0,291.0,245.0,242.5,248.3,201.9,2022-10-12,5,passing-yards-per-game
11,12,Cincinnati,243.8,251.7,190.0,301.5,205.3,256.0,2022-10-12,5,passing-yards-per-game
12,13,New Orleans,242.8,257.3,203.0,205.5,267.7,187.4,2022-10-12,5,passing-yards-per-game
13,14,Indianapolis,241.6,234.7,200.0,252.0,234.7,197.7,2022-10-12,5,passing-yards-per-game
14,15,Las Vegas,239.2,232.0,223.0,208.5,259.7,269.4,2022-10-12,5,passing-yards-per-game
15,16,Jacksonville,238.2,232.0,286.0,260.5,223.3,202.1,2022-10-12,5,passing-yards-per-game
16,17,Arizona,237.8,246.7,239.0,237.7,238.0,244.3,2022-10-12,5,passing-yards-per-game
17,18,LA Rams,237.4,241.3,285.0,249.3,219.5,277.5,2022-10-12,5,passing-yards-per-game
18,19,Denver,231.0,208.0,250.0,203.7,272.0,211.4,2022-10-12,5,passing-yards-per-game
19,20,Green Bay,227.4,233.0,207.0,227.5,227.3,250.6,2022-10-12,5,passing-yards-per-game
20,21,New England,207.8,198.0,188.0,245.0,183.0,226.3,2022-10-12,5,passing-yards-per-game
21,21,Baltimore,207.8,170.0,170.0,207.3,208.5,233.0,2022-10-12,5,passing-yards-per-game
22,23,Pittsburgh,207.2,230.7,310.0,165.0,235.3,221.1,2022-10-12,5,passing-yards-per-game
23,24,Cleveland,204.0,220.3,230.0,218.7,182.0,195.3,2022-10-12,5,passing-yards-per-game
24,25,San Francisco,200.2,220.7,244.0,211.5,192.7,236.6,2022-10-12,5,passing-yards-per-game
25,26,Houston,192.0,194.7,132.0,218.5,174.3,194.4,2022-10-12,5,passing-yards-per-game
26,27,Dallas,182.2,169.3,76.0,206.7,145.5,279.4,2022-10-12,5,passing-yards-per-game
27,28,Carolina,181.6,190.7,244.0,194.8,129.0,190.5,2022-10-12,5,passing-yards-per-game
28,29,Tennessee,175.4,168.0,136.0,259.0,119.7,201.7,2022-10-12,5,passing-yards-per-game
29,30,Atlanta,166.8,149.3,110.0,173.0,162.7,218.4,2022-10-12,5,passing-yards-per-game
30,31,NY Giants,154.2,151.0,213.0,134.0,184.5,188.0,2022-10-12,5,passing-yards-per-game
31,32,Chicago,116.6,143.3,193.0,93.5,132.0,188.6,2022-10-12,5,passing-yards-per-game
0,1,Cleveland,192.4,187.0,213.0,189.3,197.0,145.4,2022-10-12,5,rushing-yards-per-game
1,2,NY Giants,179.0,184.7,125.0,177.3,181.5,99.3,2022-10-12,5,rushing-yards-per-game
2,3,Atlanta,164.6,177.3,151.0,201.5,140.0,85.4,2022-10-12,5,rushing-yards-per-game
3,4,Philadelphia,160.0,140.3,139.0,186.5,142.3,156.1,2022-10-12,5,rushing-yards-per-game
4,5,Chicago,157.4,169.3,78.0,190.0,135.7,118.7,2022-10-12,5,rushing-yards-per-game
5,6,Detroit,151.4,128.3,101.0,172.3,120.0,110.9,2022-10-12,5,rushing-yards-per-game
6,7,Baltimore,144.6,168.3,155.0,157.3,125.5,145.8,2022-10-12,5,rushing-yards-per-game
7,8,San Francisco,138.8,109.7,153.0,138.5,139.0,124.6,2022-10-12,5,rushing-yards-per-game
8,9,New England,138.0,162.7,176.0,160.5,123.0,124.4,2022-10-12,5,rushing-yards-per-game
9,10,New Orleans,136.2,143.3,235.0,167.5,115.3,117.1,2022-10-12,5,rushing-yards-per-game
10,11,Green Bay,134.8,120.0,94.0,201.0,90.7,109.3,2022-10-12,5,rushing-yards-per-game
11,12,Seattle,122.0,166.0,151.0,94.0,140.7,122.0,2022-10-12,5,rushing-yards-per-game
12,13,Las Vegas,121.4,154.3,155.0,146.0,105.0,95.6,2022-10-12,5,rushing-yards-per-game
13,14,Buffalo,116.4,120.0,120.0,110.5,120.3,131.2,2022-10-12,5,rushing-yards-per-game
14,15,Dallas,115.8,133.7,163.0,80.0,169.5,122.0,2022-10-12,5,rushing-yards-per-game
15,16,Jacksonville,115.4,119.3,136.0,116.0,115.0,103.2,2022-10-12,5,rushing-yards-per-game
16,17,Arizona,114.4,108.7,124.0,99.0,137.5,118.7,2022-10-12,5,rushing-yards-per-game
17,18,Kansas City,114.2,116.7,103.0,98.0,125.0,119.1,2022-10-12,5,rushing-yards-per-game
18,19,Denver,112.6,103.7,125.0,125.0,94.0,119.1,2022-10-12,5,rushing-yards-per-game
19,20,Tennessee,102.8,113.7,105.0,101.0,104.0,141.3,2022-10-12,5,rushing-yards-per-game
20,21,Minnesota,101.8,107.0,117.0,122.0,71.5,113.5,2022-10-12,5,rushing-yards-per-game
21,22,Houston,99.2,113.0,116.0,104.0,96.0,83.6,2022-10-12,5,rushing-yards-per-game
